Indicator,Percent of children considered to be poor (<100% FPG) by Race / Ethnicity
Source,"SHADAC analysis of the American Community Survey (ACS) Public Use Microdata Sample (PUMS) files.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The margin of error (MOE) represents the uncertainty of an estimate due to sampling variability; the calculated MOE is 95%. N/A indicates that data were not available or suppressed because the number of sample cases was too small. Data for 2020 were <a href="https://www.shadac.org/news/changes-to-2020-acs-data-release-US-Census" target="_blank">not officially released by the U.S. Census Bureau</a> due to pandemic-related disruptions to data collection and resulting problems with data quality. Because of<a href="https://www.census.gov/newsroom/blogs/random-samplings/2021/08/improvements-to-2020-census-race-hispanic-origin-question-designs.html" target="_blank"> changes made in 2020 to how the ACS measures race and ethnicity</a>, caution should be used when comparing data by race and ethnicity from 2021 and later to data from 2019 and earlier."
Description,"Percent of children considered to be poor (&lt;100% FPG) by race and ethnicity. The Federal Poverty Guidelines (FPG) set the minimum amount of total income that a family needs for food, clothing, transportation, shelter and other necessities."
23,Maine,Other / Multiple Races,2019,Percent,0.1163,6.1348E-2
23,Maine,White,2019,Percent,0.1433,3.2731999999999997E-2
23,Maine,African-American / Black,2021,Percent,N/A,N/A
23,Maine,Hispanic / Latino,2021,Percent,N/A,N/A
23,Maine,Other / Multiple Races,2021,Percent,0.15408,8.6581072825454103E-2
23,Maine,White,2021,Percent,0.14376,3.4575995743754688E-2
24,Maryland,Hispanic / Latino,2016,Percent,0.2602,4.6059999599999998E-2
24,Maryland,Other / Multiple Races,2016,Percent,0.1313,3.4104000799999999E-2
24,Maryland,White,2016,Percent,0.1049,1.6268000000000001E-2
24,Maryland,African-American / Black,2016,Percent,0.2287,2.7047999199999999E-2
24,Maryland,White,2015,Percent,0.1076,1.5483999599999999E-2
24,Maryland,African-American / Black,2015,Percent,0.2976,3.0772000599999998E-2
24,Maryland,Hispanic / Latino,2015,Percent,0.2739,4.4884E-2
24,Maryland,Other / Multiple Races,2015,Percent,0.1329,2.9596000899999999E-2
24,Maryland,White,2014,Percent,0.1059,1.4308E-2
24,Maryland,African-American / Black,2014,Percent,0.2516,2.8028000099999999E-2
24,Maryland,Hispanic / Latino,2014,Percent,0.2342,4.6452000700000003E-2
24,Maryland,Other / Multiple Races,2014,Percent,0.1587,3.3516000999999997E-2
24,Maryland,White,2013,Percent,0.1006,1.4308E-2
24,Maryland,African-American / Black,2013,Percent,0.2997,2.99880002E-2
24,Maryland,Hispanic / Latino,2013,Percent,0.2287,4.5079998699999999E-2
24,Maryland,Other / Multiple Races,2013,Percent,0.1863,4.0376000099999997E-2
24,Maryland,White,2012,Percent,0.1065,1.37200002E-2
24,Maryland,African-American / Black,2012,Percent,0.2913,2.94000003E-2
24,Maryland,Hispanic / Latino,2012,Percent,0.2406,4.5471999800000003E-2
24,Maryland,Other / Multiple Races,2012,Percent,0.1411,3.1360000399999997E-2
24,Maryland,White,2011,Percent,0.0936,1.47000002E-2
24,Maryland,African-American / Black,2011,Percent,0.2801,2.9596000899999999E-2
24,Maryland,Hispanic / Latino,2011,Percent,0.2391,4.78239991E-2
24,Maryland,Other / Multiple Races,2011,Percent,0.1684,3.9395999199999997E-2
24,Maryland,White,2010,Percent,0.0919,1.29359998E-2
24,Maryland,African-American / Black,2010,Percent,0.2882,2.7831999600000001E-2
24,Maryland,Hispanic / Latino,2010,Percent,0.2368,4.3512001600000003E-2
24,Maryland,Other / Multiple Races,2010,Percent,0.1546,3.9983998999999999E-2
24,Maryland,White,2009,Percent,0.0862,1.37200002E-2
24,Maryland,African-American / Black,2009,Percent,0.253,2.7243999800000002E-2
24,Maryland,Hispanic / Latino,2009,Percent,0.2475,4.6255998299999997E-2
24,Maryland,Other / Multiple Races,2009,Percent,0.1345,3.4692000600000002E-2
24,Maryland,White,2008,Percent,0.078,1.21520003E-2
24,Maryland,African-American / Black,2008,Percent,0.2088,2.5676000899999999E-2
24,Maryland,Hispanic / Latino,2008,Percent,0.1773,4.6844001900000001E-2
24,Maryland,Other / Multiple Races,2008,Percent,0.1442,4.17479984E-2
24,Maryland,African-American / Black,2017,Percent,0.24,2.9399999999999999E-2
24,Maryland,Hispanic / Latino,2017,Percent,0.2763,4.6059999999999997E-2
24,Maryland,Other / Multiple Races,2017,Percent,0.1301,3.1164000000000001E-2
24,Maryland,White,2017,Percent,0.0858,1.3132E-2
24,Maryland,African-American / Black,2018,Percent,0.2224,2.9399999999999999E-2
24,Maryland,Hispanic / Latino,2018,Percent,0.2106,4.018E-2
24,Maryland,Other / Multiple Races,2018,Percent,0.1115,2.5284000000000001E-2
24,Maryland,White,2018,Percent,0.0789,1.2936E-2
24,Maryland,African-American / Black,2019,Percent,0.2163,3.0380000000000001E-2
24,Maryland,Hispanic / Latino,2019,Percent,0.1937,3.9199999999999999E-2
24,Maryland,Other / Multiple Races,2019,Percent,0.1532,3.8024000000000002E-2
24,Maryland,White,2019,Percent,0.0765,1.3132E-2
24,Maryland,African-American / Black,2021,Percent,0.23506,3.0956828455798845E-2
24,Maryland,Hispanic / Latino,2021,Percent,0.25072,4.0280593674499703E-2
24,Maryland,Other / Multiple Races,2021,Percent,0.13286,3.2349861907088891E-2
24,Maryland,White,2021,Percent,0.09098,1.8279526809615206E-2
25,Massachusetts,White,2016,Percent,0.0864,1.0584000499999999E-2
25,Massachusetts,African-American / Black,2016,Percent,0.3191,5.8603998300000001E-2
25,Massachusetts,Other / Multiple Races,2016,Percent,0.152,3.1556002800000003E-2
25,Massachusetts,Hispanic / Latino,2016,Percent,0.3891,3.9395999199999997E-2
25,Massachusetts,White,2015,Percent,0.0986,1.1760000099999999E-2
25,Massachusetts,African-American / Black,2015,Percent,0.3289,5.8015998499999999E-2
25,Massachusetts,Hispanic / Latino,2015,Percent,0.403,4.0376000099999997E-2
25,Massachusetts,Other / Multiple Races,2015,Percent,0.1986,3.5672001500000002E-2
25,Massachusetts,White,2014,Percent,0.0941,1.0780000099999999E-2
25,Massachusetts,African-American / Black,2014,Percent,0.317,5.7231999899999997E-2
25,Massachusetts,Hispanic / Latino,2014,Percent,0.4226,4.0180001399999998E-2
25,Massachusetts,Other / Multiple Races,2014,Percent,0.1696,3.2536000000000002E-2
25,Massachusetts,White,2013,Percent,0.112,1.2348E-2
25,Massachusetts,African-American / Black,2013,Percent,0.3293,5.7819999800000001E-2
25,Massachusetts,Hispanic / Latino,2013,Percent,0.4464,4.0768001200000001E-2
25,Massachusetts,Other / Multiple Races,2013,Percent,0.1813,3.29280011E-2
25,Massachusetts,White,2012,Percent,0.1042,1.19559998E-2
25,Massachusetts,African-American / Black,2012,Percent,0.3556,5.4880000700000001E-2
25,Massachusetts,Hispanic / Latino,2012,Percent,0.4439,3.9788000300000001E-2
25,Massachusetts,Other / Multiple Races,2012,Percent,0.1885,3.3711999700000002E-2
25,Massachusetts,White,2011,Percent,0.1015,1.19559998E-2
25,Massachusetts,African-American / Black,2011,Percent,0.2951,5.6644000100000001E-2
25,Massachusetts,Hispanic / Latino,2011,Percent,0.4503,4.0571998800000002E-2
25,Massachusetts,Other / Multiple Races,2011,Percent,0.185,3.4692000600000002E-2
25,Massachusetts,White,2010,Percent,0.0943,1.01920003E-2
25,Massachusetts,African-American / Black,2010,Percent,0.3187,5.4487999500000002E-2
25,Massachusetts,Hispanic / Latino,2010,Percent,0.4445,4.1159998599999997E-2
25,Massachusetts,Other / Multiple Races,2010,Percent,0.1524,3.1752001500000002E-2
25,Massachusetts,White,2009,Percent,0.0966,1.11720003E-2
25,Massachusetts,African-American / Black,2009,Percent,0.324,6.0564000200000002E-2
25,Massachusetts,Hispanic / Latino,2009,Percent,0.4324,4.3903998999999999E-2
25,Massachusetts,Other / Multiple Races,2009,Percent,0.1704,3.7631999700000002E-2
25,Massachusetts,White,2008,Percent,0.0754,8.8200000999999993E-3
25,Massachusetts,African-American / Black,2008,Percent,0.2988,5.2528001400000003E-2
25,Massachusetts,Hispanic / Latino,2008,Percent,0.3708,4.0963999899999999E-2
25,Massachusetts,Other / Multiple Races,2008,Percent,0.2022,3.9200000499999998E-2
25,Massachusetts,African-American / Black,2017,Percent,0.2383,5.4684000000000003E-2
25,Massachusetts,Hispanic / Latino,2017,Percent,0.3858,4.0376000000000002E-2
25,Massachusetts,Other / Multiple Races,2017,Percent,0.1854,3.3908000000000001E-2
25,Massachusetts,White,2017,Percent,0.0871,1.1172E-2
25,Massachusetts,African-American / Black,2018,Percent,0.231,6.0564E-2
25,Massachusetts,Hispanic / Latino,2018,Percent,0.3225,3.8219999999999997E-2
25,Massachusetts,Other / Multiple Races,2018,Percent,0.1431,3.0771999999999997E-2
25,Massachusetts,White,2018,Percent,0.0787,1.0388E-2
25,Massachusetts,African-American / Black,2019,Percent,0.2543,7.0167999999999994E-2
25,Massachusetts,Hispanic / Latino,2019,Percent,0.2768,3.8415999999999999E-2
25,Massachusetts,Other / Multiple Races,2019,Percent,0.1381,3.0968000000000002E-2
25,Massachusetts,White,2019,Percent,0.0702,1.0976E-2
25,Massachusetts,African-American / Black,2021,Percent,0.22909,5.187495650982709E-2
25,Massachusetts,Hispanic / Latino,2021,Percent,0.30797,3.6370216374493038E-2
25,Massachusetts,Other / Multiple Races,2021,Percent,0.11297,2.2743611316046602E-2
25,Massachusetts,White,2021,Percent,0.08319,1.1898589315712967E-2
26,Michigan,Other / Multiple Races,2016,Percent,0.278,4.2727999400000001E-2
26,Michigan,White,2016,Percent,0.1724,1.2543999599999999E-2
26,Michigan,African-American / Black,2016,Percent,0.5008,4.0768001200000001E-2
26,Michigan,Hispanic / Latino,2016,Percent,0.3477,5.1155999299999998E-2
26,Michigan,White,2015,Percent,0.185,1.2740000200000001E-2
26,Michigan,African-American / Black,2015,Percent,0.545,3.8415998200000002E-2
26,Michigan,Hispanic / Latino,2015,Percent,0.3446,4.99799997E-2
26,Michigan,Other / Multiple Races,2015,Percent,0.2899,4.0768001200000001E-2
26,Michigan,White,2014,Percent,0.1788,1.21520003E-2
26,Michigan,African-American / Black,2014,Percent,0.5269,3.9395999199999997E-2
26,Michigan,Hispanic / Latino,2014,Percent,0.3653,5.46839982E-2
26,Michigan,Other / Multiple Races,2014,Percent,0.2919,4.0768001200000001E-2
26,Michigan,White,2013,Percent,0.192,1.2543999599999999E-2
26,Michigan,African-American / Black,2013,Percent,0.5409,3.9395999199999997E-2
26,Michigan,Hispanic / Latino,2013,Percent,0.3767,5.3507998600000002E-2
26,Michigan,Other / Multiple Races,2013,Percent,0.291,3.9983998999999999E-2
26,Michigan,White,2012,Percent,0.2008,1.3328E-2
26,Michigan,African-American / Black,2012,Percent,0.5521,3.6848001200000001E-2
26,Michigan,Hispanic / Latino,2012,Percent,0.4233,5.0372000799999997E-2
26,Michigan,Other / Multiple Races,2012,Percent,0.2987,4.0180001399999998E-2
26,Michigan,White,2011,Percent,0.1894,1.29359998E-2
26,Michigan,African-American / Black,2011,Percent,0.5426,3.6456000099999997E-2
26,Michigan,Hispanic / Latino,2011,Percent,0.3756,5.3704001000000001E-2
26,Michigan,Other / Multiple Races,2011,Percent,0.3034,4.3708000300000001E-2
26,Michigan,White,2010,Percent,0.1932,1.1760000099999999E-2
26,Michigan,African-American / Black,2010,Percent,0.5173,3.6456000099999997E-2
26,Michigan,Hispanic / Latino,2010,Percent,0.3919,5.0372000799999997E-2
26,Michigan,Other / Multiple Races,2010,Percent,0.2704,4.17479984E-2
26,Michigan,White,2009,Percent,0.1749,1.09759998E-2
26,Michigan,African-American / Black,2009,Percent,0.5188,3.7043999899999999E-2
26,Michigan,Hispanic / Latino,2009,Percent,0.4238,5.2724000100000001E-2
26,Michigan,Other / Multiple Races,2009,Percent,0.2912,4.41000015E-2
26,Michigan,White,2008,Percent,0.1596,1.0780000099999999E-2
26,Michigan,African-American / Black,2008,Percent,0.4326,3.6063998899999998E-2
26,Michigan,Hispanic / Latino,2008,Percent,0.3489,5.2724000100000001E-2
26,Michigan,Other / Multiple Races,2008,Percent,0.2759,4.3903998999999999E-2
26,Michigan,African-American / Black,2017,Percent,0.474,4.2728000000000002E-2
26,Michigan,Hispanic / Latino,2017,Percent,0.3196,4.9979999999999997E-2
26,Michigan,Other / Multiple Races,2017,Percent,0.241,3.8808000000000002E-2
26,Michigan,White,2017,Percent,0.1636,1.2348E-2
26,Michigan,African-American / Black,2018,Percent,0.4347,4.4492000000000004E-2
26,Michigan,Hispanic / Latino,2018,Percent,0.3018,5.1743999999999998E-2
26,Michigan,Other / Multiple Races,2018,Percent,0.244,4.018E-2
26,Michigan,White,2018,Percent,0.155,1.2544E-2
26,Michigan,African-American / Black,2019,Percent,0.4015,4.7236E-2
26,Michigan,Hispanic / Latino,2019,Percent,0.2874,5.4095999999999998E-2
26,Michigan,Other / Multiple Races,2019,Percent,0.2039,3.6652000000000004E-2
26,Michigan,White,2019,Percent,0.1295,1.1368E-2
26,Michigan,African-American / Black,2021,Percent,0.39981,4.4743786634067535E-2
26,Michigan,Hispanic / Latino,2021,Percent,0.24473,4.3353173231955693E-2
26,Michigan,Other / Multiple Races,2021,Percent,0.19111,3.3086945012379639E-2
26,Michigan,White,2021,Percent,0.14292,1.3597341622915479E-2
27,Minnesota,African-American / Black,2016,Percent,0.4076,9.6235998000000003E-2
27,Minnesota,Hispanic / Latino,2016,Percent,0.2888,7.1344003099999997E-2
27,Minnesota,White,2016,Percent,0.0866,1.29359998E-2
27,Minnesota,Other / Multiple Races,2016,Percent,0.2632,5.4095998399999998E-2
27,Minnesota,White,2015,Percent,0.0903,1.3328E-2
27,Minnesota,African-American / Black,2015,Percent,0.4335,9.2119999199999997E-2
27,Minnesota,Hispanic / Latino,2015,Percent,0.3079,6.8991996299999997E-2
27,Minnesota,Other / Multiple Races,2015,Percent,0.2178,5.4292000799999997E-2
27,Minnesota,White,2014,Percent,0.0987,1.37200002E-2
27,Minnesota,African-American / Black,2014,Percent,0.506,9.5452003199999996E-2
27,Minnesota,Hispanic / Latino,2014,Percent,0.2704,6.97759986E-2
27,Minnesota,Other / Multiple Races,2014,Percent,0.2422,5.2331998900000003E-2
27,Minnesota,White,2013,Percent,0.098,1.3523999599999999E-2
27,Minnesota,African-American / Black,2013,Percent,0.4423,0.10172399880000001
27,Minnesota,Hispanic / Latino,2013,Percent,0.3314,7.3108002500000005E-2
27,Minnesota,Other / Multiple Races,2013,Percent,0.2992,5.6251998999999997E-2
27,Minnesota,White,2012,Percent,0.0953,1.2543999599999999E-2
27,Minnesota,African-American / Black,2012,Percent,0.5285,9.2707999099999994E-2
27,Minnesota,Hispanic / Latino,2012,Percent,0.336,7.56559968E-2
27,Minnesota,Other / Multiple Races,2012,Percent,0.2817,5.2136000199999998E-2
27,Minnesota,White,2011,Percent,0.1084,1.31320003E-2
27,Minnesota,African-American / Black,2011,Percent,0.4496,9.4276003499999997E-2
27,Minnesota,Hispanic / Latino,2011,Percent,0.3378,7.6636001499999995E-2
27,Minnesota,Other / Multiple Races,2011,Percent,0.2631,5.3311999899999997E-2
27,Minnesota,White,2010,Percent,0.0971,1.29359998E-2
27,Minnesota,African-American / Black,2010,Percent,0.497,8.9180000100000004E-2
27,Minnesota,Hispanic / Latino,2010,Percent,0.3296,7.0363998400000002E-2
27,Minnesota,Other / Multiple Races,2010,Percent,0.3627,6.2132000899999998E-2
27,Minnesota,White,2009,Percent,0.1016,1.39159998E-2
27,Minnesota,African-American / Black,2009,Percent,0.519,8.9180000100000004E-2
27,Minnesota,Hispanic / Latino,2009,Percent,0.3429,7.6048001599999998E-2
27,Minnesota,Other / Multiple Races,2009,Percent,0.2981,5.8800000700000001E-2
27,Minnesota,White,2008,Percent,0.0832,1.05839996E-2
27,Minnesota,African-American / Black,2008,Percent,0.3889,9.2511996599999993E-2
27,Minnesota,Hispanic / Latino,2008,Percent,0.3067,7.3303997499999995E-2
27,Minnesota,Other / Multiple Races,2008,Percent,0.2378,5.8603998300000001E-2
27,Minnesota,African-American / Black,2017,Percent,0.3434,8.3299999999999999E-2
27,Minnesota,Hispanic / Latino,2017,Percent,0.3425,6.7031999999999994E-2
27,Minnesota,Other / Multiple Races,2017,Percent,0.1765,4.018E-2
27,Minnesota,White,2017,Percent,0.0773,1.1956000000000001E-2
27,Minnesota,African-American / Black,2018,Percent,0.3768,9.3296000000000004E-2
27,Minnesota,Hispanic / Latino,2018,Percent,0.2264,6.5268000000000007E-2
27,Minnesota,Other / Multiple Races,2018,Percent,0.213,4.7236E-2
27,Minnesota,White,2018,Percent,0.0748,1.274E-2
27,Minnesota,African-American / Black,2019,Percent,0.3759,0.105644
27,Minnesota,Hispanic / Latino,2019,Percent,0.159,5.4879999999999998E-2
27,Minnesota,Other / Multiple Races,2019,Percent,0.1429,3.5476000000000001E-2
27,Minnesota,White,2019,Percent,0.0587,9.9959999999999997E-3
27,Minnesota,African-American / Black,2021,Percent,0.17704,6.8148980506679932E-2
27,Minnesota,Hispanic / Latino,2021,Percent,0.14339,4.7223527485726197E-2
27,Minnesota,Other / Multiple Races,2021,Percent,0.17793,6.1928100523627905E-2
27,Minnesota,White,2021,Percent,0.06701,1.1953407320705515E-2
28,Mississippi,White,2016,Percent,0.1889,2.5087999199999999E-2
28,Mississippi,African-American / Black,2016,Percent,0.5028,3.8024000799999999E-2
28,Mississippi,Other / Multiple Races,2016,Percent,0.451,0.11132799829999999
28,Mississippi,Hispanic / Latino,2016,Percent,0.3455,0.1130919978
28,Mississippi,White,2015,Percent,0.2163,2.6655999900000001E-2
28,Mississippi,African-American / Black,2015,Percent,0.5401,3.58680002E-2
28,Mississippi,Hispanic / Latino,2015,Percent,0.4067,0.1262239963
28,Mississippi,Other / Multiple Races,2015,Percent,0.3302,9.9175997099999996E-2
28,Mississippi,White,2014,Percent,0.2042,2.5676000899999999E-2
28,Mississippi,African-American / Black,2014,Percent,0.5429,3.5672001500000002E-2
28,Mississippi,Hispanic / Latino,2014,Percent,0.4035,0.1127000004
28,Mississippi,Other / Multiple Races,2014,Percent,0.3192,0.1313199997
28,Mississippi,White,2013,Percent,0.2273,2.64599994E-2
28,Mississippi,African-American / Black,2013,Percent,0.5639,3.5084001699999999E-2
28,Mississippi,Hispanic / Latino,2013,Percent,0.4881,0.12994800510000001
28,Mississippi,Other / Multiple Races,2013,Percent,0.3993,0.11995200070000001
28,Mississippi,White,2012,Percent,0.2219,2.8028000099999999E-2
28,Mississippi,African-American / Black,2012,Percent,0.5551,3.5084001699999999E-2
28,Mississippi,Hispanic / Latino,2012,Percent,0.4013,0.13386799399999999
28,Mississippi,Other / Multiple Races,2012,Percent,0.3303,0.1193640009
28,Mississippi,White,2011,Percent,0.193,2.5676000899999999E-2
28,Mississippi,African-American / Black,2011,Percent,0.534,3.6260001399999998E-2
28,Mississippi,Hispanic / Latino,2011,Percent,0.5239,0.12818400560000001
28,Mississippi,Other / Multiple Races,2011,Percent,0.3526,0.13347600400000001
28,Mississippi,White,2010,Percent,0.2254,2.64599994E-2
28,Mississippi,African-American / Black,2010,Percent,0.5488,3.4299999499999997E-2
28,Mississippi,Hispanic / Latino,2010,Percent,0.3916,0.11720799649999999
28,Mississippi,Other / Multiple Races,2010,Percent,0.383,0.1260280013
28,Mississippi,White,2009,Percent,0.1993,2.4695999900000001E-2
28,Mississippi,African-American / Black,2009,Percent,0.5598,3.4692000600000002E-2
28,Mississippi,Hispanic / Latino,2009,Percent,0.3974,0.12818400560000001
28,Mississippi,Other / Multiple Races,2009,Percent,0.3856,0.1034879982
28,Mississippi,White,2008,Percent,0.1732,2.3127999199999999E-2
28,Mississippi,African-American / Black,2008,Percent,0.5258,3.4299999499999997E-2
28,Mississippi,Hispanic / Latino,2008,Percent,0.3013,0.12739999590000001
28,Mississippi,Other / Multiple Races,2008,Percent,0.3527,0.13014400009999999
28,Mississippi,African-American / Black,2017,Percent,0.4957,3.7631999999999999E-2
28,Mississippi,Hispanic / Latino,2017,Percent,0.2748,9.3100000000000002E-2
28,Mississippi,Other / Multiple Races,2017,Percent,0.3739,0.115444
28,Mississippi,White,2017,Percent,0.1666,2.3519999999999999E-2
28,Mississippi,African-American / Black,2018,Percent,0.4873,3.9787999999999997E-2
28,Mississippi,Hispanic / Latino,2018,Percent,0.3471,0.11368
28,Mississippi,Other / Multiple Races,2018,Percent,0.3224,0.10289999999999999
28,Mississippi,White,2018,Percent,0.1858,2.5479999999999999E-2
28,Mississippi,African-American / Black,2019,Percent,0.4649,4.1356000000000004E-2
28,Mississippi,Hispanic / Latino,2019,Percent,0.4355,0.12524399999999999
28,Mississippi,Other / Multiple Races,2019,Percent,0.2755,0.100156
28,Mississippi,White,2019,Percent,0.1854,2.7635999999999997E-2
28,Mississippi,African-American / Black,2021,Percent,0.45517,4.0650566764042696E-2
28,Mississippi,Hispanic / Latino,2021,Percent,0.38354,0.10734237602619336
28,Mississippi,Other / Multiple Races,2021,Percent,0.31076,9.0398911417050906E-2
28,Mississippi,White,2021,Percent,0.15198,2.5181573811605358E-2
29,Missouri,Hispanic / Latino,2016,Percent,0.3374,6.4287997799999996E-2
29,Missouri,African-American / Black,2016,Percent,0.3856,5.4292000799999997E-2
29,Missouri,Other / Multiple Races,2016,Percent,0.2664,6.1739999800000001E-2
29,Missouri,White,2016,Percent,0.1778,1.5483999599999999E-2
29,Missouri,White,2015,Percent,0.19,1.6071999399999998E-2
29,Missouri,African-American / Black,2015,Percent,0.4562,5.46839982E-2
29,Missouri,Hispanic / Latino,2015,Percent,0.3225,6.7032001899999999E-2
29,Missouri,Other / Multiple Races,2015,Percent,0.2128,5.17439991E-2
29,Missouri,White,2014,Percent,0.1962,1.6071999399999998E-2
29,Missouri,African-American / Black,2014,Percent,0.4499,5.5663999200000001E-2
29,Missouri,Hispanic / Latino,2014,Percent,0.3428,6.8796001400000001E-2
29,Missouri,Other / Multiple Races,2014,Percent,0.2864,5.9388000500000003E-2
29,Missouri,White,2013,Percent,0.2207,1.6268000000000001E-2
29,Missouri,African-American / Black,2013,Percent,0.4961,5.5075999299999998E-2
29,Missouri,Hispanic / Latino,2013,Percent,0.3334,6.9187998799999997E-2
29,Missouri,Other / Multiple Races,2013,Percent,0.296,5.7819999800000001E-2
29,Missouri,White,2012,Percent,0.2008,1.5483999599999999E-2
29,Missouri,African-American / Black,2012,Percent,0.4739,5.2724000100000001E-2
29,Missouri,Hispanic / Latino,2012,Percent,0.4785,7.7027998900000005E-2
29,Missouri,Other / Multiple Races,2012,Percent,0.3076,5.8015998499999999E-2
29,Missouri,White,2011,Percent,0.1968,1.6464000600000001E-2
29,Missouri,African-American / Black,2011,Percent,0.4544,5.1352001699999997E-2
